source_pdf,pdf_date,page,image_file,width,height,format,text_above,text_below,nearest_heading,staging_path,page_image,classified,title,slug,insight
AMFX 23NOV22.pdf,2022-11-23,2,page_02_img_01.jpeg,1110,658,jpeg,"US 10-year yields, 15 days of 30-minute increments",2,"US 10-year yields, 15 days of 30-minute increments",amfx_23nov22/page_02_img_01.jpeg,amfx_23nov22/page_02.png,chart,US 10-Year Treasury Yields - 15 Days of 30-Minute Increments,us-10yr-yields-15day-30min-nov-2022,"This chart displays the intraday volatility of US 10-year Treasury yields over a 15-day period in November 2022, showing a sharp spike to 4.5% followed by consolidation near the 3.5% support level, with multiple moving averages indicating the uptrend trajectory."
AMFX 23NOV22.pdf,2022-11-23,3,page_03_img_00.png,779,420,png,"There are some compelling arguments for US recession in 2023. First and foremost are the aggressive and deepening 
yield curve inversions. Jim Bianco had a good thread on inversions last night; this table stood out to me.","311 days from now is September 30, 2023. The range of lags has been 140 to 487 days which puts the range wide but 
real: US recession starts sometime between April 12, 2023, and March 24, 2024. Don’t rule out 2023 Fed cuts. 
 
Recessionary signs",There are some compelling arguments for US recession in 2023. First and foremost are the aggressive and deepening ,amfx_23nov22/page_03_img_00.png,amfx_23nov22/page_03.png,table,How Long Until the Recession? Yield Curve Inversion to Recession Lag Analysis,yield-curve-inversion-recession-lag-table,"Historical data showing that yield curve inversions precede recessions by 140-487 calendar days, with an average lag of 311 days, suggesting a potential US recession window between April 2023 and March 2024."
AMFX 23NOV22.pdf,2022-11-23,3,page_03_img_01.png,534,309,png,"• 
Yield curve shows Fed is restrictive. 
• 
Housing and autos look bad. 
• 
Soft data looks bad. Here’s the soft vs. hard NFIB Survey data for October.","• 
Credit card debt is picking up. 
• 
Europe, the UK, and China are not looking great. 
• 
Huge savings from stimmies are almost spent. 
• 
Recession psychology is widespread. See chart at right. 
• 
Lagged impact of rising rates will be felt over time and 
has barely hit so far. More layoffs coming as consumers 
tighten belts and tech reels.",• ,amfx_23nov22/page_03_img_01.png,amfx_23nov22/page_03.png,chart,Optimism Index Components: Hard vs Soft Data (1986-2022),nfib-optimism-index-hard-soft-components-1986-2022-20221123-2,"Compares hard economic data (job creation, inventory, earnings) against soft sentiment indicators, showing a significant divergence with soft data declining sharply in 2022 while hard data remains relatively resilient, reflecting pessimistic business psychology ahead of potential recession."
AMFX 23NOV22.pdf,2022-11-23,3,page_03_img_02.png,659,349,png,"• 
Yield curve shows Fed is restrictive. 
• 
Housing and autos look bad. 
• 
Soft data looks bad. Here’s the soft vs. hard NFIB Survey data for October.",3,• ,amfx_23nov22/page_03_img_02.png,amfx_23nov22/page_03.png,chart,Google Trends: Recession Search Interest Over Time (2004-Present),google-trends-recession-search-interest-2004-present-20221123-2,"This chart shows search volume for the term 'recession' has spiked dramatically during economic downturns, with major peaks around 2008-2009 (financial crisis) and 2020 (pandemic), and notably elevated levels in 2022 amid Fed rate hikes and economic slowdown concerns."
AMFX 23NOV22.pdf,2022-11-23,4,page_04_img_00.png,910,661,png,"Conference Board LEI vs. recessions, 1960 to now",Counterarguments,"Conference Board LEI vs. recessions, 1960 to now",amfx_23nov22/page_04_img_00.png,amfx_23nov22/page_04.png,chart,"Conference Board LEI vs. Recessions, 1960 to Present",conference-board-lei-vs-recessions-1960-2022-20221123-2,"This line chart tracks the Leading Economic Index (LEI) from 1960 to 2022, with gray shaded areas indicating official recession periods, demonstrating the LEI's historical correlation with economic downturns."
AMFX 23NOV22.pdf,2022-11-23,4,page_04_img_01.png,910,377,png,"Yes, there are tech layoffs…",4,"Yes, there are tech layoffs…",amfx_23nov22/page_04_img_01.png,amfx_23nov22/page_04.png,chart,Tech Layoffs in 2022,tech-layoffs-2022-monthly,"This dual-axis chart tracks the escalation of tech industry layoffs throughout 2022, showing both the number of employees laid off (red bars) and companies conducting layoffs (blue bars), with November 2022 representing the peak month at approximately 45,000 employees across 150+ companies."
AMFX 23NOV22.pdf,2022-11-23,5,page_05_img_00.png,952,765,png,… But tech is a tiny part of the labor market and there are more than 10 million jobs still open,"The counterarguments are pretty good. Until US job market slack is absorbed, the long lags between inversion and 
recession are just about untradable. It’s early to position for recession, even if one might be inevitable. Watch for a turn 
in Initial Claims, especially after today’s 240k print, as a sign that the job market shortage is being absorbed and it’s game 
on for recession trades. The best recession trade is short cross/JPY. 
 
What other high-frequency signs are you watching for potential US recession? Please email me.",… But tech is a tiny part of the labor market and there are more than 10 million jobs still open,amfx_23nov22/page_05_img_00.png,amfx_23nov22/page_05.png,chart,"JOLTS Job Openings, USA 2001 to Now",jolts-job-openings-usa-2001-2022-20221123-2,"This area chart shows JOLTS job openings have surged to over 10 million as of late 2022, dramatically exceeding pre-pandemic levels and indicating substantial labor market slack that has yet to be absorbed."
AMFX 23NOV22.pdf,2022-11-23,6,page_06_img_00.jpeg,508,1038,jpeg,,https://thatsmaths.com/2015/09/10/holbeins-anamorphic-skull/,,amfx_23nov22/page_06_img_00.jpeg,amfx_23nov22/page_06.png,decorative,Holbein's Anamorphic Skull - Image Transformation Demonstration,holbein-anamorphic-skull-transformation,"This is a multi-step visual demonstration of anamorphic art technique showing how a distorted skull image becomes recognizable when rotated and stretched, illustrating perspective distortion principles rather than financial data."
AMFX 23NOV22.pdf,2022-11-23,6,page_06_img_01.jpeg,705,695,jpeg,,https://thatsmaths.com/2015/09/10/holbeins-anamorphic-skull/,,amfx_23nov22/page_06_img_01.jpeg,amfx_23nov22/page_06.png,decorative,Holbein's Anamorphic Skull - The Ambassadors,holbein-anamorphic-skull-ambassadors,"Renaissance portrait featuring a famous anamorphic skull, a visual trick used to represent mortality and the hidden nature of knowledge in 16th-century art."
AMFX 24JAN23.pdf,2023-01-24,1,page_01_img_00.png,401,292,png,Volume by time of day – EURUSD currency spot,"First row of x-axis label is GMT, second row is NYC time 
 
Most currencies (including AUDUSD) follow a similar pattern, though USDJPY sees its 
largest volume spike at the Tokyo fix (9:55am Tokyo time). The barbs you see in that 
chart are 1) London open, 2) US economic data, 3) options expiry, and 4) WMR Fix. 
 
Here is a 1-minute chart of AUDUSD yesterday. It rallied 0.8% in an hour.",Volume by time of day – EURUSD currency spot,amfx_24jan23/page_01_img_00.png,amfx_24jan23/page_01.png,chart,EURUSD Volume by Time of Day,eurusd-volume-by-time-of-day-24jan23,"Area chart showing EURUSD trading volume distribution across 24 hours, with four major spikes marked: London open, US economic data release, options expiry, and WMR Fix."
AMFX 24JAN23.pdf,2023-01-24,1,page_01_img_01.jpeg,777,408,jpeg,"And once again that familiar 
numbing beat of routine rolling 
along its familiar tracks. 
 
Commuter trains loading and 
unloading passengers… 
sleepwalkers, shoppers, solicitors, 
the ambitious and the hopeless, 
the contented and the wretched… 
 
human electrons shuffling through 
the circuitry of civilization, 
enacting corporate spreadsheets 
and other such things.",22 GBP bps to make 50,And once again that familiar ,amfx_24jan23/page_01_img_01.jpeg,amfx_24jan23/page_01.png,chart,GBP/USD Exchange Rate 11am NY / 4pm LDN,gbpusd-intraday-24jan23,"Intraday GBP/USD price action showing volatility around 0.6970-0.7040 range with a sharp rally in the final hour, relevant to the text reference of 22 GBP bps movement"
AMFX 24JAN23.pdf,2023-01-24,2,page_02_img_00.png,1058,383,png,P&L of autocorrelation buy strategy in AUDUSD and EURUSD (2010 to now),"You can see that the 2020 madness created a lot of autocorrelation between WMR fixes, and the same pattern was 
evident in 2022. Overall, if AUDUSD rallied more than 0.4% on a given day from 10am to 11am, there was a 62% 
chance it went higher in the 10am to 11am window the next day. Sample size is 94 occurrences back to 2010. But as 
you can see in the chart, a lot of that win rate is just in the past few years. This points to some mild evidence that there 
are some very large flows split up into chunks over a few WMR fixes. If you are bearish AUD (or bearish NZD as I am) 
watch out for a spike to sell into at 11am NY / 4pm LDN. 
 
Out of curiosity, I also ran the strategy of simply going long AUD every day from 10am to 11am, regardless of what 
happened yesterday. The result looked totally random, but when I plunked all the currencies in there one by one, there 
was a chart that stood out as mildly interesting. Look at the persistent real money selling of GBPUSD through Brexit.",P&L of autocorrelation buy strategy in AUDUSD and EURUSD (2010 to now),amfx_24jan23/page_02_img_00.png,amfx_24jan23/page_02.png,chart,P&L of Autocorrelation Buy Strategy in AUDUSD and EURUSD (2010-2022),audusd-eurusd-autocorrelation-strategy-pl-2010-2022,"Line charts tracking cumulative P&L from an autocorrelation trading strategy in AUDUSD and EURUSD from 2010 to 2022, showing significant gains concentrated in 2020-2022 periods, with AUDUSD reaching +4.4% and EURUSD reaching +3.2% in the 10am-11am window."
AMFX 24JAN23.pdf,2023-01-24,2,page_02_img_01.png,911,661,png,"Cumulative performance of GBPUSD, 10am to 11am NY, 2010 to now",Speaking of cable,"Cumulative performance of GBPUSD, 10am to 11am NY, 2010 to now",amfx_24jan23/page_02_img_01.png,amfx_24jan23/page_02.png,chart,GBPUSD Cumulative Performance 10am-11am NY (2010-2023),gbpusd-cumulative-performance-10am-11am-ny-2010-2023,"This line chart shows the cumulative performance of GBP/USD during the 10am-11am NY trading hour over a 13-year period, revealing significant volatility with a major drawdown around 2016 reaching approximately -13% and recent weakness in 2022-2023."
AMFX 24JAN23.pdf,2023-01-24,3,page_03_img_00.png,1092,791,png,"The HDS page for the 2030 JGB is interesting. 
 
BOJ owns 114.76% of the issue. Neat.",HT JJ,The HDS page for the 2030 JGB is interesting. ,amfx_24jan23/page_03_img_00.png,amfx_24jan23/page_03.png,table,JGB 0.1 03/20/30 Holder Distribution - BOJ Ownership at 114.76%,jgb-2030-holder-distribution-boj-ownership,"This holdings table shows the Bank of Japan owns 114.76% of the 2030 JGB issue, indicating significant overweight position and reflecting BOJ's aggressive QE program in Japanese government bonds."
AMFX 24JAN23.pdf,2023-01-24,3,page_03_img_01.jpeg,1103,579,jpeg,GOOG hourly chart with RSI,3,GOOG hourly chart with RSI,amfx_24jan23/page_03_img_01.jpeg,amfx_24jan23/page_03.png,chart,GOOG Hourly Chart with RSI Indicator,goog-hourly-chart-rsi-jan-2023,"This hourly price chart of Google (GOOG) stock from January 2023 shows price movement between approximately $85-$125 USD with an RSI (Relative Strength Index) indicator below, revealing recent upward momentum after a mid-period decline."
AMFX 24JAN23.pdf,2023-01-24,4,page_04_img_00.png,911,661,png,How many hours does an average American have to work to buy a gallon of gasoline?,"Congratulations to Jon Turek, who is moving from advisory to a buy side role. He is one of the most excellent human 
beings in the market. Smart guy, nice guy, true professional. Good luck, Jon! 
 
The Weekly Positioning Report is below. 
 
Have a utopian day.",How many hours does an average American have to work to buy a gallon of gasoline?,amfx_24jan23/page_04_img_00.png,amfx_24jan23/page_04.png,chart,Hours of Work Required to Buy a Gallon of Gasoline in America (1990-2022),hours-work-gallon-gasoline-1990-2022,"This line chart shows the historical trend of labor hours needed for an average American to purchase one gallon of gasoline, with a notable spike around 2008 and elevated levels persisting through 2022."
AMFX 24JAN23.pdf,2023-01-24,5,page_05_img_00.png,676,519,png,G10 FX Positioning and Momentum,5,G10 FX Positioning and Momentum,amfx_24jan23/page_05_img_00.png,amfx_24jan23/page_05.png,table,G10 FX Positioning and Momentum Summary Scores,g10-fx-positioning-momentum-summary-scores-jan-2023,"Summary scores across positioning and momentum indicators for major currency pairs (USD, EUR, CHF, JPY, GBP, AUD, NZD, CAD) on a -10 to +10 scale, showing relative strength and directional bias for each currency."
AMFX 24JAN23.pdf,2023-01-24,5,page_05_img_01.png,602,437,png,G10 FX Positioning and Momentum,5,G10 FX Positioning and Momentum,amfx_24jan23/page_05_img_01.png,amfx_24jan23/page_05.png,chart,FX Positioning Last Week vs This Week,fx-positioning-comparison-24jan23,"Bar chart comparing currency positioning changes across G10 pairs, showing shifts in FX sentiment and technical positioning week-over-week."
AMFX 24JAN23.pdf,2023-01-24,5,page_05_img_02.png,607,441,png,G10 FX Positioning and Momentum,5,G10 FX Positioning and Momentum,amfx_24jan23/page_05_img_02.png,amfx_24jan23/page_05.png,chart,FX Momentum Comparison - Last Week vs This Week,fx-momentum-g10-currencies-24jan23,"This bar chart displays momentum indicators for major G10 currency pairs, comparing last week's values (gray bars) against this week's values (light blue bars), with USD showing notably negative momentum while most other currencies display positive readings."
AMFX 24JAN23.pdf,2023-01-24,6,page_06_img_00.png,911,661,png,Bloomberg US Financial Conditions Index,"4. China reopening remains the dominant theme, even with China out. It’s tricky with the real economics benefits of",Bloomberg US Financial Conditions Index,amfx_24jan23/page_06_img_00.png,amfx_24jan23/page_06.png,chart,Bloomberg US Financial Conditions Index,bloomberg-us-financial-conditions-index-2020-2022,"This line chart tracks the Bloomberg US Financial Conditions Index from early 2020 through late 2022, showing a peak around mid-2021 followed by a sharp deterioration through 2022, indicating tightening financial conditions during the Fed's rate hiking cycle."
AMFX 24JAN23.pdf,2023-01-24,7,page_07_img_00.jpeg,511,514,jpeg,"https://nickbostrom.com/utopia 
 
This was written in 2006, but I had not seen it until yesterday. 
 
It is an interesting piece of philosophy and creative writing by an interesting dude. 
 
2785 words, about a 10-minute read. 
 
Optimists only, please.",The AI imagines:,https://nickbostrom.com/utopia ,amfx_24jan23/page_07_img_00.jpeg,amfx_24jan23/page_07.png,table,Sex Schedule Siadllleilli - Timetable Grid,sex-schedule-siadllleilli-timetable,"A complex scheduling or timetable grid with time slots and various entries marked in cyan/turquoise, appearing to be either a transportation schedule, class timetable, or similar structured time-based allocation system."
AMFX 25OCT22.pdf,2022-10-25,1,page_01_img_00.jpeg,438,374,jpeg,(212) 398-6230,"And while NFP is coincident with Initial Claims, you can see in the next chart it’s 
considerably noisier to the point where its incremental utility is close to zero. Initial Claims 
are timelier, less noisy, and less subject to revision. It remains a mystery to me why NFP 
day is such a big market mover when it’s 86% noise, and 14% signal. But hey… It doesn’t 
always have to make sense. The household survey is even noisier and any analysis that 
uses three or four months of household survey data to draw conclusions about the US 
labor market should be discounted or ignore. Here’s Claims vs. NFP:",(212) 398-6230,amfx_25oct22/page_01_img_00.jpeg,amfx_25oct22/page_01.png,decorative,Antarctica: The Confusing Continent,antarctica-confusing-continent-map,"A humorous map labeling different regions of Antarctica with contradictory directional descriptions, used as a comedic visual break in the financial newsletter."
AMFX 25OCT22.pdf,2022-10-25,1,page_01_img_01.png,911,661,png,Marked with Initial Claims lead vs. UR at each turn,"Left y-axis is US Jobless Claims, right y-axis is US Unemployment Rate (U3)",Marked with Initial Claims lead vs. UR at each turn,amfx_25oct22/page_01_img_01.png,amfx_25oct22/page_01.png,chart,US Initial Claims vs Unemployment Rate with Lead Time Indicators,us-initial-claims-unemployment-rate-lead-times,"This chart shows the historical relationship between US initial jobless claims (blue line) and the unemployment rate (black line) from 1980-2019, with annotations indicating the typical lead time (ranging from 3-22 months) that initial claims precede changes in the unemployment rate."
AMFX 25OCT22.pdf,2022-10-25,1,page_01_img_02.jpeg,606,440,jpeg,US Initial Claims vs. US Nonfarm Payrolls,,US Initial Claims vs. US Nonfarm Payrolls,amfx_25oct22/page_01_img_02.jpeg,amfx_25oct22/page_01.png,chart,US Initial Claims vs. US Nonfarm Payrolls (1997-2019),us-initial-claims-vs-nonfarm-payrolls-1997-2019,"This dual-axis chart shows the inverse relationship between initial jobless claims (blue line) and nonfarm payroll employment (orange line), with a dramatic spike in claims and drop in payrolls visible around 2008-2009 during the financial crisis."
AMFX 25OCT22.pdf,2022-10-25,2,page_02_img_00.png,788,572,png,US Initial Claims vs. 3-month average of US Nonfarm Payrolls,"Charts show 1996 to 2019. 
I left out 2020- because COVID blows up the y-axis and there is no useful information in that data.",US Initial Claims vs. 3-month average of US Nonfarm Payrolls,amfx_25oct22/page_02_img_00.png,amfx_25oct22/page_02.png,chart,US Initial Claims vs. 3-Month Average of US Nonfarm Payrolls (1996-2019),us-initial-claims-vs-nfp-1996-2019,"This dual-axis chart compares initial jobless claims (blue line) with the 3-month average of nonfarm payrolls (orange line) from 1996 to 2019, showing inverse relationship between these labor market indicators with notable divergences during recessions."
AMFX 25OCT22.pdf,2022-10-25,2,page_02_img_01.png,911,661,png,US Initial Claims vs. NAHB Housing Index,"Left y-axis is US Jobless Claims (inverted), right y-axis is NAHB Housing Index",US Initial Claims vs. NAHB Housing Index,amfx_25oct22/page_02_img_01.png,amfx_25oct22/page_02.png,chart,US Initial Claims vs. NAHB Housing Index (1985-2022),us-initial-claims-nahb-housing-index,"This dual-axis chart demonstrates the inverse relationship between jobless claims and housing market sentiment over 37 years, with annotations highlighting key correlation periods ranging from 2 to 24 months."
AMFX 25OCT22.pdf,2022-10-25,3,page_03_img_00.jpeg,700,525,jpeg,"Housing Share of GDP, 1980 to now (USA)","So, housing influences around 16%/18% of GDP with 4.7% directly attributable to residential fixed investment. For 
context, here’s how the US stacks up against past and current housing wildness:","Housing Share of GDP, 1980 to now (USA)",amfx_25oct22/page_03_img_00.jpeg,amfx_25oct22/page_03.png,chart,"Housing Share of GDP, 1980 to 2021 (USA)",housing-share-gdp-usa-1980-2021,"This stacked area chart shows that housing comprises approximately 16-18% of US GDP, with residential fixed investment (blue) accounting for about 4.7% and housing services (red) making up the remainder, demonstrating housing's significant influence on the overall economy."
AMFX 25OCT22.pdf,2022-10-25,3,page_03_img_01.png,900,599,png,"Residential Investment as a % of GDP in USA, Canada, Ireland and Spain, 1985 to now","https://twitter.com/RichardDias_CFA/status/1509665264362827780?s=20&t=B4ImbDvlqPQJPkpL7TFzlQ 
 
The Tweeter of that chart points out: “Canada's Residential Investment (as a share of GDP) is flirting with the highs 
we saw in Ireland & Spain during their housing bubbles... and right before they popped.” 
 
The Canadian Housing Crash is the boogeyman under the bed every year but as you know if you have seen the movie 
Halloween: Sometimes boogeymen are real1.","Residential Investment as a % of GDP in USA, Canada, Ireland and Spain, 1985 to now",amfx_25oct22/page_03_img_01.png,amfx_25oct22/page_03.png,chart,"Residential Investment as % of GDP: Canada, USA, Ireland, and Spain (1985-2021)",residential-investment-gdp-canada-usa-ireland-spain-1985-2021,"Canada's residential investment as a share of GDP has risen to levels comparable to Ireland and Spain during their pre-bubble peaks, suggesting potential housing market vulnerability."
AMFX 25OCT22.pdf,2022-10-25,4,page_04_img_00.png,1250,785,png,USDCNH vs. US / China 10-year rate differential,"“People have tried this many times and it never worked before” is not a good reason to exclude a thesis, though it is a 
reason to look for triggers and signals before getting involved. Timing is hard. In trading, early is a synonym for wrong.",USDCNH vs. US / China 10-year rate differential,amfx_25oct22/page_04_img_00.png,amfx_25oct22/page_04.png,chart,USDCNH vs. US/China 10-Year Rate Differential,usdcnh-rate-spread-differential-2022,"Demonstrates the correlation between USD/CNH exchange rate and the widening spread between US and China 10-year bond yields, with annotations highlighting the Evergrande crisis and subsequent rate spread expansion."
AMFX 25OCT22.pdf,2022-10-25,5,page_05_img_00.jpeg,916,543,jpeg,"USDCAD has been driven by the US story, not the Canadian story","So, the trade is either to play a continuation of the widening of US vs. Canada rate differentials (the safer, easier bet) or 
play a reversal in Canadian yields. The outright yield bet is much more difficult because again, Canadian yields are driven 
mostly by global factors. To play the relative yield, you can sell 2y fwds (for example) or do any one of many options 
receiving Canada and paying USA from 1 year out to 5 years. 
 
One strategy employed by some successful hedge funds is to hold a macro view, but then wait for the techs to support it 
before taking action. The strategy worked well in the USDCNH and helped some funds avoid the decay of entering the 
trade over and over again until it finally worked. Macro view with a tech trigger is a good framework. 
 
When you wait for a tech trigger, you miss the exact turn, but you enter the trade when momentum is on your side, instead 
of trying to fade the extremes. Here’s Canadian 2-year yields with the two moving averages that have defined the fast and 
slow trend. Yields are so far away from the MAs, there is not going to be a signal there anytime soon, but this is something 
to watch. If there is a major crapout in the Canadian economy caused by housing, the drop in yields could be fast and hard.","USDCAD has been driven by the US story, not the Canadian story",amfx_25oct22/page_05_img_00.jpeg,amfx_25oct22/page_05.png,chart,USDCAD Daily Chart with BoC Rate Decision Impact,usdcad-daily-boc-rate-decision-oct-2022,"This candlestick chart shows USDCAD's uptrend from March to November 2022, with annotations highlighting a surprise 100 basis point BoC rate hike and a subsequent shift toward a hawkish policy path that drove the currency pair higher."
AMFX 25OCT22.pdf,2022-10-25,5,page_05_img_01.jpeg,816,483,jpeg,"Canada 2-year yield, July 2021 to now (with 40-day and 80-day moving averages)",5,"Canada 2-year yield, July 2021 to now (with 40-day and 80-day moving averages)",amfx_25oct22/page_05_img_01.jpeg,amfx_25oct22/page_05.png,chart,"Canada 2-Year Yield, July 2021 to October 2022",canada-2-year-yield-jul2021-oct2022,"This chart tracks the Canadian 2-year government bond yield over a 15-month period with moving averages, showing a significant upward trend from near 0.5% to over 4.1% as of October 2022, reflecting the impact of central bank rate hikes."
AMFX 25OCT22.pdf,2022-10-25,6,page_06_img_00.png,1310,815,png,"Every morning of every trading day since 2004, I have printed out a daily sheet to write down my plan, thoughts, ideas, 
and results. Recently, I realized this would be much more efficient if I had a book preloaded with each day. That way, I 
could also have all the important events like seasonality, central bank meetings, holidays, and coaching / inspiration 
sprinkled throughout. Also, I would have a permanent record of my thoughts that I could accumulate year after year with 
each completed book added to my bookshelf at the end of the year. 
 
Then, I thought other people would value such a book as well. So, with JR’s help2, I made it. The book was put together 
with active traders in mind, but investors will find it useful too. 
 
The book just came out! Literally just published about 20 minutes ago. You can grab one here: 
 
The 2023 Spectra Markets Trader Handbook and Almanac. 
 
Have a directional day. 
 
P.S., my brother designed the cover. I think he did an excellent job! Thanks Steve.",good luck ⇅ be nimble,"Every morning of every trading day since 2004, I have printed out a daily sheet to write down my plan, thoughts, ideas, ",amfx_25oct22/page_06_img_00.png,amfx_25oct22/page_06.png,decorative,Spectra Markets Trader Handbook and Almanac 2023 Book Cover,spectra-markets-trader-handbook-almanac-2023-cover,"Book cover for the 2023 Spectra Markets Trader Handbook and Almanac, a daily trading journal and reference guide designed for active traders and investors."
AMFX 25OCT22.pdf,2022-10-25,7,page_07_img_00.jpeg,612,523,jpeg,,https://twitter.com/TerribleMaps/status/1583831600470851584/photo/1,,amfx_25oct22/page_07_img_00.jpeg,amfx_25oct22/page_07.png,decorative,Antarctica: The Confusing Continent - Humorous Map,antarctica-confusing-continent-map,"A satirical map labeling different regions of Antarctica with contradictory directional names (North, Also North, North Too, Still North, etc.) as a humorous commentary on geographic confusion."
AMFX 27SEP23.pdf,2023-09-27,1,page_01_img_00.png,958,696,png,"syndrome syndrome"")",,"syndrome syndrome"")",amfx_27sep23/page_01_img_00.png,amfx_27sep23/page_01.png,chart,Major Index Performance Comparison with October Corrections Marked,sp500-nasdaq-russell2000-dax-performance-october-corrections,"Four major indices (S&P 500, NASDAQ, Russell 2000, and DAX) show year-to-date performance with red arrows highlighting significant corrections in early-to-mid October (090CT and 020CT dates), demonstrating synchronized market volatility across US and European markets."
AMFX 27SEP23.pdf,2023-09-27,2,page_02_img_00.png,842,587,png,,MOF,,amfx_27sep23/page_02_img_00.png,amfx_27sep23/page_02.png,chart,Oil Price History with Wage-Price Spiral Zones (1965-2024),oil-price-wage-price-spiral-zones-1965-2024,"Historical oil price chart identifying three distinct economic zones: the 1970s oil shock and wage-price spiral period, the normal functioning zone from the 1980s-2000s, and the post-GFC secular stagnation zone, illustrating the relationship between commodity shocks and inflation dynamics."
AMFX 27SEP23.pdf,2023-09-27,3,page_03_img_00.png,1054,590,png,RAS violations I found on the web,HT SkD,RAS violations I found on the web,amfx_27sep23/page_03_img_00.png,amfx_27sep23/page_03.png,decorative,PublishDrive ISBN Number Article Screenshot,publishdrive-isbn-article-screenshot,"Screenshot of a PublishDrive article about ISBN numbers, used as a decorative/reference image in the newsletter rather than for analytical purposes."
AMFX 27SEP23.pdf,2023-09-27,3,page_03_img_01.png,698,617,png,RAS violations I found on the web,HT SkD,RAS violations I found on the web,amfx_27sep23/page_03_img_01.png,amfx_27sep23/page_03.png,decorative,National Labor Relations Board Website Screenshot,nlrb-website-case-search-screenshot,"Screenshot of the NLRB case search results page showing a closed case from 2007, used as a reference example in the newsletter context."
AMFX 27SEP23.pdf,2023-09-27,3,page_03_img_02.jpeg,473,604,jpeg,RAS violations I found on the web,HT SkD,RAS violations I found on the web,amfx_27sep23/page_03_img_02.jpeg,amfx_27sep23/page_03.png,decorative,DC Comics Ultimate Character Guide Book Cover,dc-comics-character-guide-book-cover,"This is a DK/DC Comics book cover featuring superhero characters, used as a decorative visual reference in the newsletter context."
AMFX 29MAY24.pdf,2024-05-29,1,page_01_img_00.jpeg,404,404,jpeg,Flat,"Midjourney imagines a 
photograph of Kenny 
from South Park",Flat,amfx_29may24/page_01_img_00.jpeg,amfx_29may24/page_01.png,decorative,AI-Generated Image of Kenny from South Park,midjourney-kenny-south-park,"This is a Midjourney AI-generated artistic interpretation of the character Kenny from South Park, used as a decorative visual element in the financial newsletter."
AMFX 29MAY24.pdf,2024-05-29,1,page_01_img_01.jpeg,579,920,jpeg,"Before we get started today, an announcement: 
 
After one year under construction, our flagship course, Think Like a Market 
Professional, is now live. Spectra School has launched! 
 
Get the tools and practical 
frameworks 
you 
need 
to 
understand markets in the real 
world. Course info, syllabus, 
and FAQ on the website. 
 
Check out the video for a quick run-through. The course is perfect for traders, 
sell-side analysts, wealth managers, RIAs, finance students, econ grads, central 
bankers, and anyone outside finance who want to learn how markets operate in 
the real world.       www.spectramarkets.com/school 
 
Also! If you would like to roll out “Think Like a Market Professional” inside your 
organization, please contact me directly (email, Bloomberg chat, or phone) and we 
can set something up! Corporate packages available.",,"Before we get started today, an announcement: ",amfx_29may24/page_01_img_01.jpeg,amfx_29may24/page_01.png,decorative,South Park: The End of Obesity - Paramount+ Announcement,south-park-end-of-obesity-paramount-plus,"A social media screenshot featuring a humorous South Park promotional image, used as a meme reference about momentum investing in niche trends."
AMFX 29MAY24.pdf,2024-05-29,1,page_01_img_02.png,627,213,png,Current Views,"Midjourney imagines a 
photograph of Kenny 
from South Park",Current Views,amfx_29may24/page_01_img_02.png,amfx_29may24/page_01.png,decorative,Kenny from South Park - AI Generated Image,kenny-south-park-midjourney-ai,"An AI-generated photograph of the fictional character Kenny from South Park, used as a decorative element in the newsletter."
AMFX 29MAY24.pdf,2024-05-29,2,page_02_img_00.png,1315,1169,png,"a few times, I didn’t put that in my list. In contrast, while Walgreen’s is not the topic of the March 2021 
COVID vaccine episode, it features prominently. 
 
Here is the big fat table of all the episodes, companies, and ticker symbols.",2,"a few times, I didn’t put that in my list. In contrast, while Walgreen’s is not the topic of the March 2021 ",amfx_29may24/page_02_img_00.png,amfx_29may24/page_02.png,table,South Park Episodes Stock Performance Analysis,south-park-episodes-stock-performance-table,"Comprehensive table tracking stock performance of companies featured in South Park episodes, showing 3-month, 6-month, and 1-year returns relative to the S&P 500, with an overall win rate of 52% at 3 months declining to 39% at 1 year."
AMFX 29MAY24.pdf,2024-05-29,3,page_03_img_00.png,975,535,png,"I mention this because… Oooh baby… Look what 
we have here:",Caveat emptor. Not a bad time to lighten up on the GLP-1 basket. It’s all priced in.,I mention this because… Oooh baby… Look what ,amfx_29may24/page_03_img_00.png,amfx_29may24/page_03.png,decorative,Roundhill Investments GLP-1 Weight Loss ETF Launch Announcement,ozem-etf-launch-announcement-may-2024,"News announcement about the launch of the Roundhill GLP-1 & Weight Loss ETF (OZEM), highlighting it as the world's first ETF focused exclusively on GLP-1 receptor agonists and weight management drugs in a rapidly growing market."
AMFX 29MAY24.pdf,2024-05-29,3,page_03_img_01.png,799,953,png,,Caveat emptor. Not a bad time to lighten up on the GLP-1 basket. It’s all priced in.,,amfx_29may24/page_03_img_01.png,amfx_29may24/page_03.png,chart,SPX and Bitcoin: Impact of Institutional Financial Products on Price Action,spx-bitcoin-institutional-launches-comparison,"Compares how the introduction of NOPE bearish ETF for stocks (2022) and CME bitcoin futures (2018) preceded significant price reversals, suggesting potential negative impacts on asset prices following institutional product launches."
