id,name,url,status,linked_definitions,url_slug,subscription,has_qc_code,keywords,market_factors,instruments,regions,rebalancing,complexity,confidence,crisis_hedge,paper_perf,paper_vol,paper_sharpe,paper_max_dd,paper_start,paper_end,oos_perf_inception,oos_vol_inception,oos_sharpe_inception,oos_max_dd,oos_start,oos_end,correlation,linear_issue,notes
#1049,Intermediate Uncertainty Crypto Strategy,https://quantpedia.com/strategies/intermediate-uncertainty-crypto-strategy,,,intermediate-uncertainty-crypto-strategy,Premium,Yes,sentiment trading; beta factor; cryptocurrencies; alternative data; factor investing; sentiment,Crypto,Crypto,Global,Weekly,Moderate,Weak,No,94.19,38.98,2.42,,2018.0,2023.0,,,,,,,,,
#1050,FX Option Volume Ratio Predicts EUR USD Exchange Rate,https://quantpedia.com/strategies/fx-option-volume-ratio-predicts-eur-usd-exchange-rate,,,fx-option-volume-ratio-predicts-eur-usd-exchange-rate,Premium,No,FX anomaly; forex system; sentiment trading; volume effect; alternative data,Currencies,Futures; CFDs; Forwards; Swaps,Global,Monthly,Moderate,Strong,Unknown,4.11,11.1,0.37,,2000.0,2016.0,,,,,,,,,
#1051,Insights from the Geopolitical Sentiment Index made with Google Trends,https://quantpedia.com/strategies/insights-from-the-geopolitical-sentiment-index-made-with-google-trends,,,insights-from-the-geopolitical-sentiment-index-made-with-google-trends,Premium,Yes,reversal; equity long short; small cap; sentiment trading; spread trading; alternative data; factor investing; sentiment,Equities,ETFs,United States,Monthly,Simple,Strong,Partially,3.6,9.34,0.39,,2008.0,2023.0,,,,,,,,,
#1052,Dynamic Hedging with Commodities,https://quantpedia.com/strategies/dynamic-hedging-with-commodities,,,dynamic-hedging-with-commodities,Prime,Yes,asset class picking; diversification,Equities; Bonds; Commodities,ETFs; Funds; Futures; CFDs,United States,Monthly,Simple,Strong,Unknown,9.44,9.36,1.01,-37.81,1988.0,2024.0,8.0,12.09308827979688,0.6615349044763916,-37.79977058302119,2006.0,2025.0,0.970798921708996,,
#1053,How to Improve Commodity Momentum Using Intra-Market Correlation,https://quantpedia.com/strategies/how-to-improve-commodity-momentum-using-intra-market-correlation,,,how-to-improve-commodity-momentum-using-intra-market-correlation,Prime,Yes,momentum; rotational system; reversal; factor investing; factor allocation,Commodities,ETFs; Funds; Futures; CFDs,United States,Monthly,Moderate,Strong,Yes,13.97,16.54,0.84,-32.48,2008.0,2024.0,10.7,18.50141518756293,0.5783341377687033,-40.17874499722692,2008.0,2025.0,0.0582807907450803,,
#1054,Enhancing the High-Volume Return Premium,https://quantpedia.com/strategies/enhancing-the-high-volume-return-premium,,,enhancing-the-high-volume-return-premium,Premium,Yes,stock picking; equity long short; liquidity risk premium; volume effect; factor investing,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,8.6,5.66,1.52,-44.21,1964.0,2022.0,4.7,21.932416952161542,0.2142946675804826,-44.81296544132773,2004.0,2025.0,0.2853633954913475,,
#1055,Manager Uncertainty and the Cross-Section of Stock Returns,https://quantpedia.com/strategies/manager-uncertainty-and-the-cross-section-of-stock-returns,,,manager-uncertainty-and-the-cross-section-of-stock-returns,Premium,No,stock picking; equity long short; sentiment trading; alternative data; factor investing; sentiment,Equities,Stocks,United States,Quarterly,Very Complex,Strong,Unknown,5.25,10.5,0.5,,1993.0,2018.0,,,,,,,,,
#1056,Stocks Lead Corporate Bonds ETFs,https://quantpedia.com/strategies/stocks-lead-corporate-bonds-etfs,,,stocks-lead-corporate-bonds-etfs,Premium,No,bond timing; spread trading; alternative data; factor investing; machine learning,Bonds,ETFs,United States,Daily,Very Complex,Strong,Unknown,10.36,,,,2012.0,2020.0,,,,,,,,,
#1057,Weighted Production Price Index Effect in Stocks,https://quantpedia.com/strategies/weighted-production-price-index-effect-in-stocks,,,weighted-production-price-index-effect-in-stocks,Premium,No,stock picking; equity long short; fundamental analysis; alternative data; factor investing,Equities,Stocks,United States,Monthly,Very Complex,Strong,Unknown,17.72,22.33,0.79,,1999.0,2022.0,,,,,,,,,
#1058,Decision Tree Intraday Strategy,https://quantpedia.com/strategies/decision-tree-intraday-strategy,,,decision-tree-intraday-strategy,Premium,No,momentum; trend-following; stock picking; equity long short; momentum in stocks; machine learning,Equities,Stocks,India,Intraday,Very Complex,Strong,Unknown,19.33,3.32,5.81,,2023.0,2024.0,,,,,,,,,
#1059,Teach Machine Asset Pricing,https://quantpedia.com/strategies/teach-machine-asset-pricing,,,teach-machine-asset-pricing,Premium,No,momentum; stock picking; value; equity long short; fundamental analysis; factor investing; machine learning,Equities,Stocks,United States,Monthly,Very Complex,Strong,Unknown,35.44,,,,1972.0,2022.0,,,,,,,,,
#1060,Stronger Momentum Strategy in Non-Dividend Stocks,https://quantpedia.com/strategies/stronger-momentum-strategy-in-non-dividend-stocks,,,stronger-momentum-strategy-in-non-dividend-stocks,Premium,Yes,momentum; stock picking; equity long short; momentum in stocks; factor investing,Equities,Stocks,United States,Monthly,Complex,Strong,Partially,18.39,14.75,1.25,-58.38,1972.0,2021.0,3.3,19.476285391391954,0.1694368270788699,-58.24732704115818,2000.0,2025.0,-0.1803135810941927,,
#1061,Predicting Anomalies,https://quantpedia.com/strategies/predicting-anomalies,,,predicting-anomalies,Premium,Yes,stock picking; equity long short; fundamental analysis; factor investing,Equities,Stocks,United States,Quarterly,Complex,Strong,Unknown,3.0,,,,1990.0,2019.0,,,,,,,,,
#1062,The Pre-Holiday Effect in Commodities,https://quantpedia.com/strategies/the-pre-holiday-effect-in-commodities,,,the-pre-holiday-effect-in-commodities,Prime,Yes,market timing; seasonality,Commodities,ETFs; Futures; CFDs,United States,Daily,Simple,Strong,Unknown,10.14,11.25,0.9,-19.74,2006.0,2024.0,9.9,12.00967290084768,0.8243355236845149,-19.737964874324256,2008.0,2025.0,0.1238570581287412,,
#1063,Machine Learning Trading Strategies in FX Markets,https://quantpedia.com/strategies/machine-learning-trading-strategies-in-fx-markets,,,machine-learning-trading-strategies-in-fx-markets,Premium,No,carry trade; FX anomaly; forex system; alternative data; factor investing; machine learning,Currencies,Futures; CFDs; Forwards,Global,Quarterly,Very Complex,Strong,Unknown,12.9,8.81,1.46,,1999.0,2022.0,,,,,,,,,
#1064,Leveraged ETF Arbitrage Between SPY and TQQQ,https://quantpedia.com/strategies/leveraged-etf-arbitrage-between-spy-and-tqqq,,,leveraged-etf-arbitrage-between-spy-and-tqqq,Premium,Yes,reversal; equity long short; pairs trading; arbitrage; spread trading,Equities,ETFs,United States,Intraday,Very Complex,Strong,No,25.9,10.16,2.55,-5.69,2022.0,2024.0,1.6,3.4101790322927945,0.4691835780024307,-6.242278976297122,2010.0,2025.0,-0.0633630338363599,,
#1065,Enhanced ETF Sector Momentum Strategy,https://quantpedia.com/strategies/enhanced-etf-sector-momentum-strategy,,,enhanced-etf-sector-momentum-strategy,Premium,Yes,momentum; trend-following; sector picking; factor investing; smart beta; factor allocation,Equities,ETFs,United States,Monthly,Moderate,Strong,Partially,9.16,12.83,0.71,-32.98,1998.0,2024.0,9.5,15.576099456760955,0.6099087917595719,-33.00432080842043,2000.0,2025.0,0.8232629007627784,,
#1066,Bitcoin as a Leading Indicator for Stock Market,https://quantpedia.com/strategies/bitcoin-as-a-leading-indicator-for-stock-market,,,bitcoin-as-a-leading-indicator-for-stock-market,Premium,Yes,rotational system; market timing; sentiment trading; sentiment,Equities,ETFs; Futures; CFDs,United States,Intraday,Moderate,Strong,Partially,15.96,15.5,0.62,-23.07,2020.0,2024.0,15.8,15.990652213216457,0.9880772709784232,-23.08629299581507,2015.0,2025.0,0.8938460399390266,,
#1067,Factor Pockets,https://quantpedia.com/strategies/factor-pockets,,,factor-pockets,Premium,No,stock picking; equity long short; fundamental analysis; factor investing; machine learning; factor allocation,Equities,Stocks,United States,Monthly,Very Complex,Strong,Unknown,39.73,21.98,1.81,,1975.0,2022.0,,,,,,,,,
#1068,Exponential FX Mean Reversion Strategy,https://quantpedia.com/strategies/exponential-fx-mean-reversion-strategy,,,exponential-fx-mean-reversion-strategy,Premium,Yes,FX anomaly; forex system; reversal; factor investing,Currencies,Futures; CFDs,Global,Monthly,Simple,Strong,No,2.98,8.62,0.35,-13.67,2007.0,2024.0,5.9,8.334541885404061,0.7078973363050015,-14.453482193441348,2011.0,2025.0,-0.2026327425278708,,
#1069,Holiday Momentum for Amazon,https://quantpedia.com/strategies/holiday-momentum-for-amazon,,,holiday-momentum-for-amazon,Premium,Yes,market timing; seasonality; sentiment trading; sentiment,Equities,Options,United States,Daily,Simple,Strong,No,1.39,1.4,0.99,-4.99,2012.0,2024.0,2.7,2.592649047385306,1.0414058943777824,-5.015491489624912,2012.0,2025.0,0.0976810791750387,,
#1070,Threshold Overnight Comovement Strategy for FXI ETF,https://quantpedia.com/strategies/threshold-overnight-comovement-strategy-for-fxi-etf,,,threshold-overnight-comovement-strategy-for-fxi-etf,Premium,Yes,stock picking; pairs trading; arbitrage; country picking,Equities,ETFs,United States; China,Daily,Very Complex,Strong,Unknown,14.34,,,-36.91,2018.0,2023.0,10.0,20.64780056682533,0.4843130854366603,-44.28070040826159,2004.0,2025.0,0.0373530050446147,,
#1071,Interday Cross-Sectional Momentum,https://quantpedia.com/strategies/interday-cross-sectional-momentum,,,interday-cross-sectional-momentum,Premium,Yes,momentum; stock picking; equity long short; momentum in stocks; factor investing,Equities,Stocks,United States,Intraday,Complex,Strong,Unknown,5.7,2.53,2.25,,2021.0,2023.0,,,,,,,,,
#1072,Leveraging the Low-Volatility Effect,https://quantpedia.com/strategies/leveraging-the-low-volatility-effect,,,leveraging-the-low-volatility-effect,Premium,Yes,momentum; stock picking; volatility effect; equity long short; momentum in stocks; fundamental analysis; beta factor; factor investing,Equities,Stocks,United States,Monthly,Complex,Strong,Yes,1.9,11.2,-0.06,-20.8,1990.0,2023.0,-0.7,8.534603144260068,-0.0820190450766048,-35.34817186131837,2010.0,2025.0,0.0392576607418732,,
#1073,How To Profitably Trade Bitcoin’s Overnight Sessions,https://quantpedia.com/strategies/how-to-profitably-trade-bitcoins-overnight-sessions,,,how-to-profitably-trade-bitcoins-overnight-sessions,Prime,Yes,momentum; asset class picking; trend-following; market timing; seasonality; cryptocurrencies,Crypto,Crypto,Global,Daily,Simple,Strong,No,68.38,28.43,2.4,-17.74,2015.0,2024.0,7.1,14.666667286574516,0.4840908886301085,-18.08187471872408,2021.0,2025.0,0.0683981357394614,,
#1074,Google Trends Predict Grain Prices,https://quantpedia.com/strategies/google-trends-predict-grain-prices,,,google-trends-predict-grain-prices,Premium,Yes,market timing; sentiment trading; alternative data; sentiment,Commodities,ETFs; Futures; CFDs,United States,Monthly,Simple,Strong,Unknown,14.6,44.24,0.33,-85.44,2004.0,2019.0,7.9,37.49696945948189,0.2106836929458127,-85.42851034317145,2000.0,2025.0,-0.07285122806263,,
#1075,Antifragile Asset Allocation,https://quantpedia.com/strategies/antifragile-asset-allocation,,,antifragile-asset-allocation,Premium,Yes,momentum; asset class picking; trend-following; rotational system; sector picking; smart beta,Equities; Bonds; Commodities; REITs; Currencies,ETFs,United States,Monthly,Moderate,Strong,Partially,18.57,7.7,2.53,-27.84,2003.0,2019.0,8.6,13.368735261295557,0.643291966809924,-27.84592264963028,2011.0,2025.0,0.7658253981832855,,
#1076,Impact of EIA Inventory Announcements on Crude Oil Prices,https://quantpedia.com/strategies/impact-of-eia-inventory-announcements-on-crude-oil-prices,,,impact-of-eia-inventory-announcements-on-crude-oil-prices,Premium,Yes,momentum; trend-following; market timing,Commodities,ETFs; Futures; CFDs,United States,Intraday,Simple,Strong,Unknown,4.14,1.51,2.74,,2006.0,2019.0,,,,,,,,,
#1077,Predicting the Holdings of Top Mutual Funds,https://quantpedia.com/strategies/predicting-the-holdings-of-top-mutual-funds,,,predicting-the-holdings-of-top-mutual-funds,Premium,No,stock picking; equity long short; fundamental analysis; alternative data; factor investing; machine learning,Equities,Stocks,United States,Quarterly,Very Complex,Strong,No,6.45,6.1,1.06,,2004.0,2023.0,,,,,,,,,
#1078,Peer Option Momentum,https://quantpedia.com/strategies/peer-option-momentum,,,peer-option-momentum,Premium,No,momentum; stock picking; volatility effect; volatility premium; factor investing,Equities,Options,United States,Monthly,Very Complex,Strong,No,83.94,23.87,3.52,,1996.0,2020.0,,,,,,,,,
#1079,Commodities Seasonal Front-Run Strategy,https://quantpedia.com/strategies/commodities-seasonal-front-run-strategy,,,commodities-seasonal-front-run-strategy,Premium,Yes,asset class picking; market timing; seasonality,Commodities,ETFs; Futures,Global,Monthly,Moderate,Strong,Unknown,7.62,9.43,0.81,-21.83,2007.0,2024.0,5.8,8.885600901348537,0.652741448146715,-21.84972093123533,2008.0,2025.0,0.0187097387645033,,
#1080,Stock-Bond Correlations and the Expected Country Stock Returns,https://quantpedia.com/strategies/stock-bond-correlations-and-the-expected-country-stock-returns,,,stock-bond-correlations-and-the-expected-country-stock-returns,Premium,Yes,country picking; beta factor; factor investing,Equities,ETFs; Futures,Global,Monthly,Moderate,Strong,Unknown,7.06,13.61,0.52,-24.48,1999.0,2022.0,4.1,20.00544647319314,0.2049441888484673,-24.565082620796098,2007.0,2025.0,0.3981617662642457,,
#1081,Price-to-Low Effect in Cryptocurrencies,https://quantpedia.com/strategies/price-to-low-effect-in-cryptocurrencies,,,price-to-low-effect-in-cryptocurrencies,Premium,Yes,momentum; reversal; cryptocurrencies; factor investing,Crypto,Crypto,Global,Weekly,Simple,Moderate,Unknown,161.2,150.21,1.07,,2017.0,2024.0,,,,,,,,,
#1082,Global Hairy Premium Strategy,https://quantpedia.com/strategies/global-hairy-premium-strategy,,,global-hairy-premium-strategy,Premium,No,liquidity risk premium; term spread; bond timing; spread trading; factor investing,Bonds,Swaps,United States,Monthly,Complex,Strong,Partially,2.74,0.97,,,1920.0,2024.0,,,,,,,,,
#1083,Adjusted Momentum Strategies in Indian Stocks,https://quantpedia.com/strategies/adjusted-momentum-strategies-in-indian-stocks,,,adjusted-momentum-strategies-in-indian-stocks,Premium,Yes,momentum; stock picking; volatility effect; equity long short; momentum in stocks; factor investing; smart beta,Equities,Stocks,India,Monthly,Complex,Strong,No,11.47,24.5,0.47,,2008.0,2024.0,,,,,,,,,
#1084,Inflation Risk Premium in Stocks During FOMC Announcements,https://quantpedia.com/strategies/inflation-risk-premium-in-stocks-during-fomc-announcements,,,inflation-risk-premium-in-stocks-during-fomc-announcements,Premium,Yes,stock picking; equity long short; fundamental analysis; factor investing; smart beta; factor allocation,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,9.52,16.88,0.59,,1994.0,2023.0,,,,,,,,,
#1085,Micro Alphas,https://quantpedia.com/strategies/micro-alphas,,,micro-alphas,Premium,No,market timing; machine learning; sentiment,Equities,ETFs; Funds; Futures; CFDs,United States,Monthly,Very Complex,Strong,Partially,16.16,19.89,0.75,,2010.0,2024.0,,,,,,,,,
#1086,Hierarchical Futures Pair Trading Strategy,https://quantpedia.com/strategies/hierarchical-futures-pair-trading-strategy,,,hierarchical-futures-pair-trading-strategy,Premium,No,pairs trading; arbitrage; spread trading; machine learning,Commodities,Futures,China,Daily,Very Complex,Strong,Unknown,12.22,2.81,4.35,,2016.0,2022.0,,,,,,,,,
#1087,Inflation Gamble Stocks,https://quantpedia.com/strategies/inflation-gamble-stocks,,,inflation-gamble-stocks,Premium,Yes,stock picking; volatility effect; equity long short; beta factor; factor investing; sentiment,Equities,Stocks,United States,Monthly,Complex,Weak,Unknown,14.45,20.2,0.72,,1963.0,2022.0,,,,,,,,,
#1088,End of Day Reversal in the Cross-Section of Stocks,https://quantpedia.com/strategies/end-of-day-reversal-in-the-cross-section-of-stocks,,,end-of-day-reversal-in-the-cross-section-of-stocks,Premium,Yes,seasonality; stock picking; reversal; equity long short; liquidity risk premium,Equities,Stocks,United States,Intraday,Complex,Strong,No,8.48,3.9,2.26,,1993.0,2019.0,,,,,,,,,
#1089,Risk Premiums in the Cryptocurrency Market,https://quantpedia.com/strategies/risk-premiums-in-the-cryptocurrency-market,,,risk-premiums-in-the-cryptocurrency-market,Premium,Yes,volatility effect; beta factor; cryptocurrencies; factor investing,Crypto,Crypto,Global,6 Months,Moderate,Strong,Unknown,88.56,,,,2017.0,2023.0,,,,,,,,,
#1090,Refining ETF Asset Momentum Strategy,https://quantpedia.com/strategies/refining-etf-asset-momentum-strategy,,,refining-etf-asset-momentum-strategy,Prime,Yes,momentum; asset class picking; trend-following; rotational system; short selling; factor investing; smart beta; factor allocation,Equities; Bonds; Commodities; REITs; Currencies,ETFs,Global,Monthly,Moderate,Strong,Partially,9.36,14.25,0.66,-27.37,2006.0,2023.0,9.6,14.962359019948275,0.6416100554198029,-31.998230847726028,2007.0,2025.0,0.3745133157643114,,
#1091,Aggregate Sales Growth Predicts Stock Index Returns,https://quantpedia.com/strategies/aggregate-sales-growth-predicts-stock-index-returns,,,aggregate-sales-growth-predicts-stock-index-returns,Premium,Yes,market timing; fundamental analysis,Equities,ETFs; Funds; Futures; CFDs,United States,Monthly,Complex,Strong,No,4.41,6.21,0.71,,1985.0,2023.0,23.5,26.642718495506944,0.8820421235904686,-48.47359169472447,2017.0,2025.0,0.9000494595617643,,
#1092,Google Trends Unemployment Market Timing Strategy,https://quantpedia.com/strategies/google-trends-unemployment-market-timing-strategy,,,google-trends-unemployment-market-timing-strategy,Premium,Yes,market timing; sentiment trading; sentiment,Equities,ETFs; Futures; CFDs,United States,Monthly,Moderate,Strong,Yes,44.5,,,,2007.0,2017.0,,,,,,,,,
#1093,Downside Risk Premium in US Stocks,https://quantpedia.com/strategies/downside-risk-premium-in-us-stocks,,,downside-risk-premium-in-us-stocks,Premium,Yes,stock picking; equity long short; liquidity risk premium; beta factor; alternative data; factor investing,Equities,Stocks,United States,Quarterly,Complex,Strong,Unknown,6.29,15.4,0.41,,1963.0,2022.0,,,,,,,,,
#1094,Intraday Drift in Crude Oil Price,https://quantpedia.com/strategies/intraday-drift-in-crude-oil-price,,,intraday-drift-in-crude-oil-price,Premium,Yes,rotational system; market timing; seasonality,Equities; Commodities,Futures; CFDs,Global,Intraday,Moderate,Weak,No,6.29,18.14,0.35,,2010.0,2021.0,,,,,,,,,
#1095,Front-Running Sector ETF Seasonality Strategy,https://quantpedia.com/strategies/front-running-sector-etf-seasonality-strategy,,,front-running-sector-etf-seasonality-strategy,Prime,Yes,rotational system; sector picking; seasonality; factor investing,Equities,ETFs,United States,Monthly,Moderate,Strong,No,10.99,16.81,0.65,-50.7556256,1998.0,2024.0,10.6,21.419163802882128,0.4948839318635623,-50.90676366768256,2000.0,2025.0,0.8647539727427527,,
#1096,Risky Words and Returns,https://quantpedia.com/strategies/risky-words-and-returns,,,risky-words-and-returns,Premium,No,stock picking; equity long short; alternative data; factor investing; machine learning; sentiment,Equities,Stocks,United States,Monthly,Very Complex,Strong,Unknown,7.44,11.93,0.62,,2000.0,2023.0,,,,,,,,,
#1097,Intraday Option Momentum,https://quantpedia.com/strategies/intraday-option-momentum,,,intraday-option-momentum,Premium,No,momentum; seasonality; volatility effect; volatility premium,Equities,Options,United States,Intraday,Very Complex,Strong,No,22.71,3.67,6.19,,2010.0,2018.0,,,,,,,,,
#1098,Seasonality Patterns in the Crisis Hedge Portfolios,https://quantpedia.com/strategies/seasonality-patterns-in-the-crisis-hedge-portfolios,,,seasonality-patterns-in-the-crisis-hedge-portfolios,Prime,Yes,asset class picking; seasonality; factor investing; smart beta; factor allocation,Bonds; Commodities; Currencies,ETFs,Global,Monthly,Simple,Strong,Yes,5.87,8.91,0.66,-17.77,2007.0,2024.0,6.4,9.529691815519309,0.671585201693245,-18.821411641016795,2008.0,2025.0,-0.1472086030156255,,
#1099,Margin Debt Levels Predict S&P 500 Returns,https://quantpedia.com/strategies/margin-debt-levels-predict-sp-500-returns,,,margin-debt-levels-predict-sp-500-returns,Premium,No,market timing; sentiment trading; alternative data; sentiment,Equities; Bonds,ETFs; Futures; Bonds,United States,Monthly,Moderate,Strong,Probably,16.74,16.78,1.0,,1994.0,2014.0,,,,,,,,,
#1100,Time-Series Reversal in S&P 500 Using EOM Signal,https://quantpedia.com/strategies/time-series-reversal-in-sp-500-using-eom-signal,,,time-series-reversal-in-sp-500-using-eom-signal,Prime,Yes,rotational system; market timing; seasonality; reversal,Equities; Bonds,ETFs; Funds; Futures; CFDs,United States,Monthly,Simple,Strong,Unlikely,4.69,10.35,0.45,0.0,1975.0,2019.0,8.2,14.704333618840534,0.5576587292261521,-33.62530953845712,2007.0,2025.0,0.7471425534167685,,
#1101,December Effect in Option Returns,https://quantpedia.com/strategies/december-effect-in-option-returns,,,december-effect-in-option-returns,Premium,Yes,market timing; seasonality; volatility effect; volatility premium,Equities,Options,United States,Daily,Complex,Strong,No,10.9,14.78,0.78,,1996.0,2022.0,0.5,1.2269190146863267,0.407524860251538,-4.656954857578565,2007.0,2025.0,0.1231227947112792,,
#1102,Front-Running Rebalancing Signals,https://quantpedia.com/strategies/front-running-rebalancing-signals,,,front-running-rebalancing-signals,Premium,Yes,asset class picking; rotational system; market timing; seasonality; reversal; arbitrage; liquidity risk premium; bond timing; spread trading,Equities; Bonds,ETFs; Futures; CFDs,United States,Daily,Complex,Strong,Partially,9.92,9.2,1.08,,1997.0,2023.0,2.3,4.3576203703064,0.5278110079695352,-9.440036804114737,2002.0,2025.0,0.0451676630228053,,
#1103,Dangers of Relying on OHLC Prices – the Case of Overnight Drift in GDX ETF,https://quantpedia.com/strategies/dangers-of-relying-on-ohlc-prices-the-case-of-overnight-drift-in-gdx-etf,,,dangers-of-relying-on-ohlc-prices-the-case-of-overnight-drift-in-gdx-etf,Premium,Yes,rotational system; market timing; seasonality,Equities; Commodities,ETFs,United States,Intraday,Simple,Strong,No,8.58,16.9,0.51,,2005.0,2025.0,0.4,23.70707695430256,0.0168725988771637,-63.2097549498357,2006.0,2025.0,0.1935316155286938,,
#1104,Idiosyncratic Reversal Effect Strategy,https://quantpedia.com/strategies/idiosyncratic-reversal-effect-strategy,,,idiosyncratic-reversal-effect-strategy,Premium,Yes,stock picking; reversal; equity long short; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,9.81,11.15,0.88,,1966.0,2019.0,1.2,16.36696587048379,0.0733184152454354,-61.02226445493195,2000.0,2025.0,-0.0807807706152139,,
#1105,Diversified Portfolio Protection Strategy,https://quantpedia.com/strategies/diversified-portfolio-protection-strategy,,,diversified-portfolio-protection-strategy,Premium,Yes,momentum; trend-following; rotational system; stock picking; volatility effect; equity long short; factor investing; factor allocation; diversification,Equities; Bonds; Commodities,Futures; CFDs; Stocks; Options,United States,Monthly,Very Complex,Strong,Yes,1.7,,,,2000.0,2025.0,,,,,,,,,
#1106,Using Inflation Data for Systematic Gold and Treasury Investment Strategies,https://quantpedia.com/strategies/using-inflation-data-for-systematic-gold-and-treasury-investment-strategies,,,using-inflation-data-for-systematic-gold-and-treasury-investment-strategies,Prime,Yes,momentum; asset class picking; trend-following; market timing; bond timing; alternative data; diversification,Bonds; Commodities,ETFs,United States,Monthly,Simple,Strong,Partially,8.23,8.4,0.98,,1981.0,2024.0,6.2,11.328718885791387,0.5472816531599273,-26.3306653447703,2005.0,2025.0,-0.0892683997016425,,
#1107,Market Making in Crypto,https://quantpedia.com/strategies/market-making-in-crypto,,,market-making-in-crypto,Premium,No,arbitrage; cryptocurrencies; machine learning,Crypto,Crypto,Global,Intraday,Very Complex,Strong,No,45.84,58.77,0.78,,2024.0,2024.0,,,,,,,,,
#1108,The Aggregated Equity Risk Premium,https://quantpedia.com/strategies/the-aggregated-equity-risk-premium,,,the-aggregated-equity-risk-premium,Premium,No,market timing; fundamental analysis; machine learning,Equities; Bonds,ETFs; Funds; Futures; CFDs,United States,Monthly,Very Complex,Strong,No,6.93,16.12,0.43,,2000.0,2021.0,,,,,,,,,
#1109,Election-Driven Arbitrage Strategy,https://quantpedia.com/strategies/election-driven-arbitrage-strategy,,,election-driven-arbitrage-strategy,Premium,Yes,seasonality; stock picking; arbitrage; alternative data,Equities,Stocks,United States,Daily,Complex,Moderate,No,97.32,44.88,2.17,,2024.0,2024.0,,,,,,,,,
#1110,Reducing Option-Writing Risk with IV Rank and Strike Clusters,https://quantpedia.com/strategies/reducing-option-writing-risk-with-iv-rank-and-strike-clusters,,,reducing-option-writing-risk-with-iv-rank-and-strike-clusters,Premium,Yes,market timing; volatility effect; volatility premium,Equities,Options,United States,Daily,Very Complex,Strong,No,6.96,14.62,0.48,,2016.0,2025.0,5.5,6.740456751313349,0.8159684429290861,-18.7616488416257,2016.0,2025.0,0.507510705844175,,
#1111,Switching Regimes Factor Strategy,https://quantpedia.com/strategies/switching-regimes-factor-strategy,,,switching-regimes-factor-strategy,Premium,Yes,momentum; trend-following; rotational system; stock picking; equity long short; factor investing; factor allocation,Equities,Stocks,United States,Monthly,Very Complex,Strong,Unknown,8.2,10.0,0.82,,1963.0,2022.0,,,,,,,,,
#1112,Resurrecting the Value Effect - Tech vs. Non-Tech Sub-Universes,https://quantpedia.com/strategies/resurrecting-the-value-effect-tech-vs-non-tech-sub-universes,,,resurrecting-the-value-effect-tech-vs-non-tech-sub-universes,Premium,Yes,stock picking; value; equity long short; fundamental analysis; growth stocks; factor investing; smart beta; factor allocation,Equities,Stocks,United States,Yearly,Complex,Strong,Unknown,6.93,11.48,0.6,,1968.0,2019.0,1.0,11.661854750590962,0.0857496531543857,-60.83895137228432,2000.0,2025.0,0.2287705593800413,,
#1113,The Impact of the Inflation on the Performance of the US Dollar,https://quantpedia.com/strategies/the-impact-of-the-inflation-on-the-performance-of-the-us-dollar,,,the-impact-of-the-inflation-on-the-performance-of-the-us-dollar,Premium,Yes,market timing; carry trade; FX anomaly; forex system; fundamental analysis; factor investing,Currencies,ETFs; Futures; CFDs; Forwards; Swaps,United States,Monthly,Simple,Strong,Unknown,1.96,5.84,0.34,,1981.0,2024.0,,,,,,,,,
#1114,IPOs Negative Returns After Options Listing,https://quantpedia.com/strategies/ipos-negative-returns-after-options-listing,,,ipos-negative-returns-after-options-listing,Premium,Yes,stock picking; short selling; volume effect; factor investing,Equities,Stocks,United States,Weekly,Very Complex,Moderate,Partially,10.43,5.47,1.91,,1996.0,2017.0,,,,,,,,,
#1115,Margin Debt Market Timing Strategy,https://quantpedia.com/strategies/margin-debt-market-timing-strategy,,,margin-debt-market-timing-strategy,Prime,Yes,trend-following; market timing; sentiment trading; alternative data; sentiment,Equities; Bonds,ETFs,United States,Monthly,Moderate,Strong,Partially,8.8,8.47,1.04,,1998.0,2024.0,,,,,,,,,
#1116,Intraday Option Reversals,https://quantpedia.com/strategies/intraday-option-reversals,,,intraday-option-reversals,Premium,No,market timing; volatility effect; reversal; volatility premium,Equities,Options,United States,Intraday,Very Complex,Strong,No,62.75,26.81,2.34,,2020.0,2023.0,,,,,,,,,
#1117,Forecasting Corporate Bond Index Returns with Firm Characteristics and Macro Variables,https://quantpedia.com/strategies/forecasting-corporate-bond-index-returns-with-firm-characteristics-and-macro-variables,,,forecasting-corporate-bond-index-returns-with-firm-characteristics-and-macro-variables,Premium,No,fundamental analysis; bond timing; alternative data; factor investing; machine learning,Bonds,ETFs; Funds,United States,Quarterly,Very Complex,Strong,No,5.93,6.45,0.92,,1996.0,2022.0,,,,,,,,,
#1118,Betting on Credit Betas,https://quantpedia.com/strategies/betting-on-credit-betas,,,betting-on-credit-betas,Premium,No,bond timing; beta factor; factor investing; smart beta,Bonds,Bonds,United States,Monthly,Very Complex,Strong,Unknown,2.07,4.08,0.51,,1999.0,2024.0,,,,,,,,,
